[DSK:vdb]Reads,[DSK:vdb]RMerge,[DSK:vdb]RKBytes,[DSK:vdb]WaitR,[DSK:vdb]Writes,[DSK:vdb]WMerge,[DSK:vdb]WKBytes,[DSK:vdb]WaitW,[DSK:vdb]Request,[DSK:vdb]QueLen,[DSK:vdb]Wait,[DSK:vdb]SvcTim,[DSK:vdb]Util
1,0,4,1,0,0,0,0,4,1,1,1,0
8,0,36,2,1,0,4,0,4,1,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,24,0,7,23,152,10,14,2,5,2,3
1,0,4,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
231,2,102008,25,0,0,0,0,442,10,25,3,58
292,2,129395,33,0,0,0,0,444,10,33,3,98
322,2,143581,34,0,0,0,0,446,11,34,3,98
96,0,41929,27,2,3,20,8,429,9,27,3,26
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,3,20,4,10,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,0,0,0,0,4,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,24,0,24,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,6,32,4,16,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,26,2,124,1,5,16,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,5,28,4,14,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,16,1,4,0,28,0,6,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,16,76,4,25,1,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,28,0,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,11,52,6,26,1,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,8,0,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,9,68,4,17,1,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,8,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,3,9,52,3,14,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,5,44,3,15,0,3,0,0
